ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Area,Population,ethnicity,Afar,Agew Hamyra,Agew-Awi,Alaba,Amhara,Anyiwak,Arborie,Argoba,Ari,Bacha,Basketo,Bena,Bench,Berta,Bodi,Brayle,Burji,Chara,Dasenech,Dawuro,Debase/Gewada,Derashe,Dime,Dizi,Djiboutian,Donga,Eritrean,Fedashe,Gamo,Gebato,Gedeo,Gedicho,Gidole,Goffa,Gumuz,Guragie,Hadiya,Hamer,Hareri,Irob,Karo,Kefficho,Kembata,Kenyan,Komo,Konso,Konta,Kore,Koyego,Kunama,Kusumie,Malie,Mao,Mareko,Mashola,Me'enite,Mejenger,Mere,Messengo,Mossiye,Murle,Mursi,Nao,Nuwer,Nyangatom,Oida,Oromo,Others,Other Foreigners,Qebena,Qechem,Qewama,She,Shekecho,Sheko,Shinasha,Sidama,Silte,Somalian,Somali,Sudanese,Surma,Tigrinya,Tigre,Timebaro,Tsemay,Upo,Welaita,Werji,Wolayita,Yem,Zelmam,Zeyese,Bravanese,Bajuni,Mushungulu,Arabs,English,Italian,Bilen,Rashaida,Beja,Nara,Dahlik,Saho,Not Stated,Borana,Dorobo,Molo,Embu,Gabra,Gosha,Ilchamus,Kalenjin,Kamba,Kikuyu,Kisii,Kurya,Luhya,Luo,Maasai,Mbeere,Meru,Mijikenda,Nubi,Orma,Pokomo,Rendile,Sakuye,Samburu,Suba,Swahili,Taita,Taveta,Teso,Tharaka,Turkana,Waata,Wayyu,Makonde,Dahalo,Walwana/Malakote,Acholi,Alur,Rwanda-Rundi,Bafumbira,Baganda,Bagisu,Bagwere,Bakiga,Banyakde,Banyole,Banyoro,Baruli,Basamia,Basoga,Iteso,Jonam,Jopadhola,Kakwa,Karimojong,Kumam,Langi,Lugbara,Madi,Pokot,Sabiny,Banyakole,Bakhonzo,Batoro,Bahororo,Babwisi,Tanzanian,Ugandan,Congan,Other African,European,American,Asian,Alagwa,Arusha,Asu,Bembe,Ben,Bende,Bondei,Bungu,Burunge,Burushi,Bwali,Chagga,Chagga-Mashami,Chagga-Mochi,Chagga-Rombo,Chagga-Uru,Chagga-Vunjo,Chagga-Woso,Datooga,Digo,Doe,Fipa,Gala,Ganda,Gogo,Gorwaa,Gusii,Gweno,Ha,Hacha,Hadzabe,Hangaza,Hanju,Haya,Hehe,Ikizu,Ikoma,Iraku,Isenye,Jita,Kabhwa,Kagulu,Kahe,Kami,Kenye,Kerewe,Kiga,Kimbu,Kine,Kinga,Kutu,Kwavi,Kwaya,Kwere,Lambya,Leki,Lingala,Longo,Lornwe,Luguru,Lungu,Maa,Makua,Malila,Mambwe,Manda,Maraba,Matambwe,Matengo,Matumbi,Mbugwe,Mbunga,Mpoto,Mwera,Nata,Ndali,Ndamba,Ndendeule,Ndengereko,Ndonde,Ndorobo,Ndwewe,Ngindo,Ngoni,Ngoreme,Nguu,Nilamba,Nindi,Nkamanga,Nyagatwa,Nyakyusa,Nyambo,Nyambwa,Nyamwanga,Nyamwezi,Nyankore,Nyasa,Nyaturu,Nyiha,Nyisanzu,Pangwa,Pimbwe,Pogoro,Rangi,Rieri,Rooba,Ruuri,Rwingo,Safwa,Sagara,Sambaa,Sandawe,Sangu,Segeju,Shashi,Shubi,Simbiti,Songwe,Sonjo,Subi,Sukuma,Sumbwa,Surwa,Sweta,Taturu,Tiliko,Tongwe,Vidunda,Wanda,Wanji,Wemba,Yao,Zalamo,Zanaki,Zigua,Zinza,religion,Largest Religion,Share of Population,Orthodox,Protestants,Catholics,African Instituted Churches,Jehovah Witness,Other Christians,Christianity,Muslims,Folk Religions,Hinduism,Others,Atheists,Unknown,Not Stated
TZ073,Tanzania,Shinyanga,Shinyanga,Sukuma,0.938430809,Sukuma,Nyamwezi,Sumbwa,.,.,.,.,.,.,.,Christianity,Muslims,Folk Religions,Others,.,.,.,.,.,.,3568,468611,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439759,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.920001878,0,0,0,0,0,0,431123,28117,4686,0,4685,0,0,0
TZ074,Tanzania,Shinyanga,Shinyanga(M),Sukuma,0.669811496,Sukuma,Swahili,Nyamwezi,Chagga,.,.,.,.,.,.,Christianity,Muslims,Folk Religions,Folk Religions,.,.,.,.,.,.,555,214744,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,61971,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.909999814,0,0,0,0,0,0,195417,15033,2147,0,2147,0,0,0
TZ075,Tanzania,Shinyanga,Bariadi,Sukuma,0.938402952,Sukuma,Swahili,Jita,Kurya,Luo,Chagga,Nyamwezi,Nilamba,Ikoma,Datooga,Christianity,Muslims,Folk Religions,Folk Religions,.,.,.,.,.,.,10174,1063525,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6946,,4502,0,,0,,,,0,,,,,36088,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2476,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.950000235,0,0,0,0,0,0,1010349,31906,10635,0,10635,0,0,0
TZ076,Tanzania,Shinyanga,Maswa,Sukuma,0.961695772,Sukuma,Swahili,Nilamba,Ha,Chagga,Jita,Haya,Kurya,Nyaturu,Rangi,Christianity,Muslims,Folk Religions,Others,.,.,.,.,.,.,3667,427864,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,448,,0,0,,0,,,,0,,,,,4624,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,0,0,0,0,856,0,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.950000467,0,0,0,0,0,0,406471,12836,4279,0,4278,0,0,0
TZ077,Tanzania,Shinyanga,Meatu,Sukuma,0.806159573,Sukuma,Nilamba,Swahili,Shashi,Nyaturu,Taturu,Hadzabe,Maasai,Iraku,Datooga,Christianity,Muslims,Others,Folk Religions,.,.,.,.,.,.,9018,366941,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,560,,0,,,,0,,,,,20842,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33686,0,0,0,0,0,0,0,0,0,0,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416,0,0,0,0,0,295813,0,0,0,3684,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.950000136,0,0,0,0,0,0,348594,11008,3669,0,3670,0,0,0
TZ078,Tanzania,Singida,Iramba,Nilamba,0.698771102,Nilamba,Nyaturu,Sukuma,Nyisanzu,Kimbu,Iraku,Datooga,Nyamwezi,Swahili,Hadzabe,Christianity,Muslims,Others,Folk Religions,.,.,.,.,.,.,7641,584426,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,56,0,,0,,,,0,,,,,1085,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,9379,0,0,0,0,0,0,0,0,0,12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408380,0,0,0,0,0,0,0,3536,0,0,56233,0,40422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47488,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.779999521,0,0,0,0,0,0,455852,116885,5844,0,5845,0,0,0
TZ079,Tanzania,Singida,Manyoni,Gogo,0.620323383,Gogo,Nyaturu,Sukuma,Nyamwezi,Kimbu,Datooga,Swahili,Rangi,Maasai,Nyakyusa,Christianity,Muslims,Folk Religions,Others,.,.,.,.,.,.,28932,495016,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,610,,0,,,,0,,,,,4751,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,5363,0,0,0,0,0,307070,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,517,0,0,0,23758,0,0,92751,0,0,0,0,0,2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.729998626,0,0,0,0,0,0,361361,123755,4951,0,4949,0,0,0
TZ080,Tanzania,Singida,Singida(V),Nyaturu,0.888071225,Nyaturu,Sukuma,Nilamba,Taturu,Datooga,Iraku,Sandawe,Gogo,Kimbu,Rangi,Christianity,Muslims,Folk Religions,Folk Religions,.,.,.,.,.,.,11260,696157,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,48,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,4276,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26648,0,0,0,0,0,0,0,0,0,0,618237,0,0,0,0,0,80,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,29037,0,0,0,9132,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.579999914,0,0,0,0,0,0,403771,278462,6962,0,6962,0,0,0
TZ081,Tanzania,Singida,Singida(M),Nyaturu,0.684593842,Nyaturu,Swahili,Nilamba,Chagga,Rangi,Gogo,.,.,.,.,Christianity,Muslims,Others,Folk Religions,.,.,.,.,.,.,721,232459,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,40474,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27535,0,0,0,0,0,0,0,0,0,0,159140,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.529998839,0,0,0,0,0,0,123203,104606,2324,0,2326,0,0,0
TZ082,Tanzania,Tabora,Igunga,Sukuma,0.606815402,Sukuma,Nyamwezi,Nilamba,Taturu,Chagga,Haya,Ha,.,.,.,Christianity,Muslims,Folk Religions,Folk Religions,.,.,.,.,.,.,7064,546204,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67003,0,0,0,0,0,0,0,143815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331445,0,0,0,2941,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.830001245,0,0,0,0,0,0,453350,81930,5462,0,5462,0,0,0
TZ083,Tanzania,Tabora,Nzega,Nyamwezi,0.56501227,Nyamwezi,Sukuma,Ha,Chagga,Burushi,Rwanda-Rundi,Sumbwa,Nyaturu,Rangi,Taturu,Christianity,Muslims,Folk Religions,Others,.,.,.,.,.,.,7864,699691,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,0,,,,,,,,0,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2486,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395334,0,0,150,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294126,603,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Christianity,0.859999628,0,0,0,0,0,0,601734,83964,6997,0,6996,0,0,0
TZ084,Tanzania,Tabora,Sikonge,Nyamwezi,0.673992958,Nyamwezi,Sukuma,Kimbu,Rwanda-Rundi,Nyakyusa,Swahili,Fipa,.,.,.,Muslims,Christianity,Folk Religions,Folk Religions,.,.,.,.,.,.,26278,335686,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,496,,,,,,,,0,,,,,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,226250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Muslims,0.500002979,0,0,0,0,0,0,161130,167844,3356,0,3356,0,0,0
TZ085,Tanzania,Tabora,Tabora(M),Nyamwezi,0.57121989,Nyamwezi,Ha,Sukuma,Rwanda-Rundi,Swahili,Chagga,Haya,Kurya,Jita,Fipa,Muslims,Christianity,Folk Religions,Folk Religions,.,.,.,.,.,.,1461,308741,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1038,,166,0,,0,,,,0,,,,,10490,,,,,,,,0,,,,,22051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9996,0,0,0,0,0,0,0,0,0,199,0,0,123,0,0,0,48785,0,0,0,0,5615,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176359,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Muslims,0.600001296,0,0,0,0,0,0,117322,185245,3087,0,3087,0,0,0
TZ086,Tanzania,Tabora,Urambo,Nyamwezi,0.413108017,Nyamwezi,Sukuma,Ha,Sumbwa,Rwanda-Rundi,Fipa,Nyakyusa,Ndali,Haya,Nilamba,Muslims,Christianity,Folk Religions,Folk Religions,.,.,.,.,.,.,20859,938769,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,255,,,,,,,,0,,,,,87146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30324,0,0,53,0,0,0,161286,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,402,0,0,0,10589,0,0,0,387813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165149,93424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Muslims,0.550001118,0,0,0,0,0,0,403671,516324,9387,0,9387,0,0,0
TZ087,Tanzania,Tabora,Uyui,Sukuma,0.465576941,Sukuma,Nyamwezi,Ha,Nilamba,Taturu,Nyaturu,Swahili,Gogo,Nyakyusa,.,Muslims,Christianity,Folk Religions,Folk Religions,.,.,.,.,.,.,11966,562588,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,0,,,,0,,,,,2144,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,19742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,0,0,0,172,0,0,0,254140,0,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261928,0,0,0,9583,0,0,0,0,0,0,0,0,0,0,0,,Muslims,0.550001066,0,0,0,0,0,0,241912,309424,5626,0,5626,0,0,0
TZ088,Tanzania,Tanga,Tanga,Digo,0.454127683,Digo,Sambaa,Swahili,Bondei,Segeju,Zigua,Chagga,Makonde,Asu,Ngoni,Muslims,Christianity,Others,Folk Religions,.,.,.,.,.,.,641,393429,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,268,,0,,,,0,,,,,53728,,,,,,,,2566,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1804,0,0,0,27068,0,0,0,0,7093,0,0,0,0,0,0,0,178667,0,254,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82827,0,0,21149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16203,0,,Muslims,0.699999237,0,0,0,0,0,0,110161,275400,3933,0,3935,0,0,0
TZ089,Tanzania,Tanga,Handeni,Zigua,0.913099179,Zigua,Sambaa,Maasai,Nguu,Asu,Swahili,Ben,Chagga,Iraku,Sukuma,Muslims,Christianity,Folk Religions,Others,.,.,.,.,.,.,7366,493321,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,11026,,0,,,,0,,,,,3318,,,,,,,,524,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3760,0,1317,0,0,0,0,0,0,1256,331,0,0,0,0,0,123,0,0,0,0,0,198,0,0,498,0,0,0,0,0,0,0,0,0,1002,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,450451,0,,Muslims,0.850002331,0,0,0,0,0,0,64132,419324,4933,0,4932,0,0,0
TZ090,Tanzania,Tanga,Kilindi,Nguu,0.541355101,Nguu,Zigua,Maasai,Chagga,Kagulu,Swahili,Ndorobo,Sambaa,.,.,Muslims,Christianity,Folk Religions,Folk Religions,.,.,.,.,.,.,6433,398391,,,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,28814,,0,,,,0,,,,,1968,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,215671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144935,0,,Muslims,0.799997992,0,0,0,0,0,0,71711,318712,3984,0,3984,0,0,0
