Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Density,Area,Population,ethnicity,Serbs,Montenegrins,Croats,Bosniaks,Bulgarians,Macedonians,Albanians,Arvanites,Greeks,Turks,Tatars,Gagauzians,Romanians,Moldovans,Aromanians,Hungarians,Jews,Roma,Gorans,Egyptians,Ashkali,Muslims,Bosnians,Yugoslavs,Others,Unstated,Unknown,Slovenians,Czechs,Slovaks,Russians,Ukrainians,Belorussians,Ruthenians,Bunjevacis,Poles,Germans,Italians,Georgians,Armenians,Arabs,Maronite Arabs,Orthodox Arabs,Copt Arabs,Catholic Arabs,Sunni Arabs,Shia Arabs,Austrians,British,French,Spanish,Swedish,Finnish,Portugese,Dutch,Danish,Americans,Nigerians,Sri Lankans,Indians,Pakistanis,Bangladeshis,Chinese,Vietnamese,Filippino,Syrians,Iranians,Afghans,Turkmenistanis,Azerbaijanis,Other Europeans,Other Asians,Other Africans,Other North Americans,Latin Americans,Oceania countries,No country declared,Stateless or Unspecified Nationality,religion,Largest Religion,Share of Population,Orthodoxy,Catholicism,Protestantism,Other Christians,Islam,Judaism,Other religions,Atheism,Not stated,Not known
2021,GR039,Greece,Central Macedonia,Náusas,Greeks,0.904971052,Greeks,Aromanians,Albanians,Russians,Bulgarians,Ukrainians,Ukrainians,Georgians,Romanians,Serbs,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,40.61,740,30054,,15,,,,34,,1139,,27198,11,,,18,,1431,,,,,,,,,,,,,,,,53,26,,,,3,9,4,19,6,6,,,,,,,,9,2,,,,,1,,7,2,,,2,,3,,1,2,1,9,,,26,1,5,2,3,3,3,,,Orthodox,0.943634791,28360,43,,629,261,,761,,,
2021,GR025,Greece,Central Macedonia,Vólvis,Greeks,0.893140977,Greeks,Albanians,Georgians,Bulgarians,Afghans,Romanians,Other Europeans,Armenians,Arabs,Germans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,14.48,1364,19755,,13,,,,189,,962,,17644,9,,,75,,,,,,,,,,,,,,,,,,45,22,,,,17,48,22,224,68,52,,,,,,,,7,9,,,,,6,,3,2,,4,24,4,31,,9,29,11,108,,,69,17,7,1,13,,,11,,Orthodox,0.913945836,18055,90,,460,431,,719,,,
2021,GR026,Greece,Central Macedonia,Dhélta,Greeks,0.903727607,Greeks,Albanians,Georgians,Russians,Bulgarians,Afghans,Other Europeans,Ukrainians,Armenians,Arabs,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,84.62,531,44935,,41,,,,107,,3113,,40609,29,,,54,,,,,,,,,,,,,,,,,,144,70,,,,10,27,13,207,63,57,,,,,,,,24,5,,,,,3,,,9,,4,22,3,28,,8,27,10,99,,,75,16,26,,3,,9,20,,Orthodox,0.913786581,41061,84,,953,879,,1958,,,
2021,GR037,Greece,Central Macedonia,Vérias,Greeks,0.853291836,Greeks,Aromanians,Albanians,Georgians,Russians,Bulgarians,Other Africans,Arabs,Afghans,Other Europeans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,45.53,1376,62655,,30,,,,93,,2262,,53463,21,,,45,,5937,,,,,,,,,,,,,,,,105,51,,,,9,24,11,129,39,68,,,,,,,,18,4,,,,,3,,3,31,,2,14,2,18,,5,17,6,62,,,59,10,88,1,11,3,7,4,,Orthodox,0.940738967,58942,103,,1302,673,,1635,,,
2021,GR040,Greece,Central Macedonia,Kilkís,Greeks,0.956188753,Greeks,Albanians,Georgians,Bulgarians,Afghans,Russians,Armenians,Other Europeans,Arabs,Romanians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,16.08,2818,45308,,17,,,,75,,1259,,43323,12,,,33,,,,,,,,,,,,,,,,,,58,28,,,,7,19,9,148,45,35,,,,,,,,10,3,,,,,2,,5,2,,3,16,2,20,,6,19,7,71,,,40,11,6,1,3,4,,9,,Orthodox,0.947448574,42927,73,,943,416,,949,,,
2021,GR044,Greece,Central Macedonia,Péllas,Greeks,0.947702449,Greeks,Albanians,Russians,Bulgarians,Georgians,Other Europeans,Ukrainians,Romanians,Afghans,Serbs,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,48.92,1166,57039,,30,,,,98,,2264,,54056,21,,,47,,,,,,,,,,,,,,,,,,105,51,,,,9,25,12,78,24,18,,,,,,,,18,4,,,,,3,,3,1,,1,8,1,11,,3,10,4,38,,,61,6,3,1,3,3,3,16,,Orthodox,0.941198128,53685,88,,1191,554,,1521,,,
2021,GR049,Greece,Central Macedonia,Serrón,Greeks,0.951232366,Greeks,Aromanians,Albanians,Georgians,Afghans,Arabs,Armenians,Other Africans,Bulgarians,Chinese,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,69.82,1060,74004,,8,,,,109,,579,,70395,5,,,44,,1436,,,,,,,,,,,,,,,,27,13,,,,10,28,13,404,122,142,,,,,,,,4,5,,,,,3,,4,42,,8,43,6,55,,15,53,20,194,,,40,31,119,1,6,3,11,6,,Orthodox,0.956813145,70808,123,,1520,621,,932,,,
2021,GR062,Greece,Western Macedonia,Voíu,Greeks,0.914096474,Greeks,Aromanians,Albanians,Arabs,Other Africans,Other Europeans,Russians,Bulgarians,Bulgarians,Romanians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,8.62,1733,14947,,2,,,,8,,461,,13663,1,,,6,,719,,,,,,,,,,,,,,,,10,8,,,,1,3,1,3,1,16,,,,,,,,1,1,,,,,,,2,1,,,1,,1,,,,,1,,,11,1,15,2,3,,,4,,Orthodox,0.948016324,14170,21,,307,112,,337,,,
2022,SB148,Serbia,Severnobanatska,Novi Kneževac,Serbs,0.580155326,Serbs,Hungarians,Roma,Unknown,Unstated,Others,Croats,Yugoslavs,Macedonians,Montenegrins,Orthodoxy,Catholicism,Not known,Not stated,Islam,Protestantism,Atheism,Other Christians,Judaism,.,13.61,634,8627,,5005,12,36,1,,15,6,,,,,,1,,1,1956,,742,,,,4,,23,44,349,407,2,,5,1,4,,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.661643677,5708,1998,21,10,47,1,,20,398,424
2022,SB146,Serbia,Srednjobanatska,Nova Crnja,Serbs,0.67276298,Serbs,Hungarians,Roma,Unknown,Unstated,Others,Romanians,Croats,Macedonians,Yugoslavs,Orthodoxy,Catholicism,Not known,Not stated,Atheism,Protestantism,Protestantism,Other Christians,.,.,14.57,559,8147,,5481,4,18,,5,14,,,,,,,21,,,1247,,934,,,,6,,8,44,107,238,1,,6,3,2,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.757456733,6171,1445,19,5,19,,,24,133,331
2022,SB147,Serbia,Srednjobanatska,Novi Bečej,Serbs,0.683847933,Serbs,Hungarians,Unknown,Roma,Unstated,Others,Yugoslavs,Romanians,Albanians,Croats,Orthodoxy,Catholicism,Not known,Not stated,Atheism,Islam,Protestantism,Other Christians,Other religions,Judaism,15.97,1245,19886,,13599,11,31,3,6,17,44,,,,,,74,,1,2915,,958,,,,6,,91,161,656,1268,3,,13,17,2,,3,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.724630393,14410,3003,54,41,63,1,7,120,814,1373
2022,SB137,Serbia,Srednjobanatska,Zrenjanin,Serbs,0.766784586,Serbs,Hungarians,Unknown,Unstated,Roma,Romanians,Slovaks,Others,Yugoslavs,Croats,Orthodoxy,Catholicism,Not stated,Not known,Atheism,Protestantism,Islam,Other Christians,Other religions,Judaism,39.39,2684,105722,,81066,133,361,33,127,261,123,,,,,,1663,,4,8174,,2721,27,,,67,,849,1182,3313,3754,63,,1530,128,29,,19,9,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.776782505,82123,9039,1764,566,1346,17,29,1968,4677,4193
2022,SB136,Serbia,Srednjobanatska,Žitište,Serbs,0.627423203,Serbs,Hungarians,Romanians,Roma,Unknown,Unstated,Others,Croats,Croats,Bulgarians,Orthodoxy,Catholicism,Protestantism,Not known,Not stated,Atheism,Other Christians,Islam,Other religions,.,12.53,1070,13412,,8415,12,45,3,13,7,,,,,,,1103,,2,2286,,680,13,,,8,,45,58,285,412,1,,8,5,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.753802565,10110,1875,497,47,45,,10,65,341,422
2022,SB140,Serbia,Severnobanatska,Kanjiža,Hungarians,0.83114046,Hungarians,Serbs,Roma,Unstated,Unknown,Yugoslavs,Others,Croats,Albanians,Romanians,Catholicism,Orthodoxy,Not stated,Not known,Islam,Protestantism,Atheism,Other Christians,Other religions,.,24.35,827,20141,,1443,15,42,,,4,37,,,,,,35,,,16740,,825,4,,,19,,63,53,423,388,2,,7,4,1,,1,24,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.853135395,1373,17183,133,77,144,,20,123,562,526
2022,SB141,Serbia,Severnobanatska,Kikinda,Serbs,0.758200543,Serbs,Hungarians,Unknown,Roma,Unstated,Others,Yugoslavs,Croats,Macedonians,Montenegrins,Orthodoxy,Catholicism,Not known,Not stated,Atheism,Other Christians,Islam,Protestantism,Other religions,Judaism,30.64,1610,49326,,37399,66,127,12,10,85,53,,,,,,60,,6,4856,,1620,12,,,45,,349,485,1530,2440,18,,40,28,16,,14,9,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.772026923,38081,5394,153,194,160,4,15,629,1983,2713
2022,SB156,Serbia,Srednjobanatska,Sečanj,Serbs,0.687974203,Serbs,Hungarians,Roma,Romanians,Unstated,Unknown,Others,Croats,Yugoslavs,Bulgarians,Orthodoxy,Catholicism,Not stated,Not known,Atheism,Other Christians,Other Christians,Protestantism,Other religions,.,9.96,1059,10544,,7254,13,77,2,45,32,10,,,,,,403,,,1143,,657,10,,,3,,48,102,361,299,2,,40,13,2,,2,3,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.785660091,8284,1308,34,37,37,,1,68,434,341
2022,SB155,Serbia,Severnobanatska,Senta,Hungarians,0.75697655,Hungarians,Serbs,Unknown,Roma,Unstated,Yugoslavs,Others,Albanians,Croats,Montenegrins,Catholicism,Orthodoxy,Not known,Not stated,Atheism,Protestantism,Other Christians,Islam,Other religions,Judaism,29.63,606,17953,,2102,26,31,5,1,10,35,,,,,,,,,13590,,521,,,,6,,111,92,463,911,5,,16,4,2,,9,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.741491673,1936,13312,162,118,36,1,7,255,838,1288
2022,SB166,Serbia,Severnobanatska,Čoka,Hungarians,0.448223469,Hungarians,Serbs,Unstated,Roma,Unknown,Others,Yugoslavs,Slovaks,Croats,Romanians,Catholicism,Orthodoxy,Not stated,Not known,Protestantism,Islam,Atheism,Other Christians,Other religions,.,12.89,664,8556,,3470,8,29,6,,11,17,,,,,,23,,,3835,,342,8,,,9,,40,136,370,204,2,,35,5,1,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.449742871,3760,3848,195,25,60,,2,31,405,230
2022,SB124,Serbia,Severnobanatska,Ada,Hungarians,0.727149628,Hungarians,Serbs,Unknown,Unstated,Roma,Others,Yugoslavs,Croats,Croats,Albanians,Catholicism,Orthodoxy,Not stated,Not known,Protestantism,Atheism,Islam,Other Christians,Other religions,.,28.46,467,13293,,2429,7,25,1,,4,9,,,,,,2,,1,9666,,227,4,,,7,,49,53,377,389,1,,25,1,1,,3,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.722410291,2581,9603,76,18,38,,9,74,451,443
2021,GR142,Greece,Ionian Islands,Kent. Kerkyra & Dia.,Greeks,0.925691382,Greeks,Albanians,British,Bulgarians,Other Europeans,Romanians,Jews,Germans,Ukrainians,Italians,Orthodoxy,Catholicism,Other Christians,Other religions,Islam,Judaism,.,.,.,.,152.87,439,67112,,19,,,,210,,2766,,62125,8,,,139,,,,124,,,,,,,,,,,,,,68,81,,,,42,117,79,47,5,34,,,,,,,,580,25,,,,,47,,69,3,,19,79,10,19,,15,5,5,,,,203,22,27,18,19,17,41,25,,Orthodox,0.88428299,59346,2680,,2173,697,124,2092,,,
2021,GR167,Greece,Western Greece,Andhravíd.-Killínis,Greeks,0.750975523,Greeks,Bangladeshis,Albanians,Pakistanis,Arvanites,Indians,Bulgarians,Romanians,Afghans,Arabs,Orthodoxy,Islam,Other religions,Other Christians,Catholicism,.,.,.,.,.,39.43,572,22552,,4,,,,136,,1183,345,16936,2,,,121,,,,,,,,,,,,,,,,,,18,32,,,,20,28,25,102,18,110,,,,,,,,12,12,,,,,7,,,6,,165,525,2295,82,,24,80,23,114,,,34,54,8,,6,,,25,,Orthodox,0.775141894,17481,110,,498,3392,,1071,,,
2021,GR118,Greece,Central Greece,Amfíklias - Elátias,Greeks,0.92574021,Greeks,Albanians,Romanians,Indians,Bulgarians,Pakistanis,Syrians,Ukrainians,Ukrainians,Russians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,9.55,877,8376,,2,,,,21,,456,,7754,3,,,30,,,,,,,,,,,,,,,,,,9,10,,,,3,3,2,2,,3,,,,,,,,3,1,,,,,1,,,,,23,19,1,1,,,11,,10,,,7,1,,,,,,,,Orthodox,0.924904489,7747,14,,175,138,,302,,,
2021,GR125,Greece,Central Greece,Aliártu - Thespiéon,Greeks,0.743674493,Greeks,Arvanites,Albanians,Indians,Pakistanis,Romanians,Bulgarians,Syrians,Afghans,Ukrainians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,20.79,422,8774,,1,,,,25,,369,1630,6525,2,,,33,,,,,,,,,,,,,,,,,,7,8,,,,3,3,2,4,,7,,,,,,,,3,2,,,,,1,,4,,,47,37,1,2,,1,22,1,19,,,7,1,,1,3,3,,,,Orthodox,0.925005699,8116,20,,187,163,,288,,,
2021,GR168,Greece,Western Greece,Andhrítsenas-Kres.,Greeks,0.923303571,Greeks,Albanians,Bangladeshis,Pakistanis,Indians,Romanians,Bulgarians,Afghans,Georgians,Arabs,Orthodoxy,Islam,Other religions,Other Christians,Catholicism,.,.,.,.,.,16.72,670,11200,,1,,,,17,,355,,10341,1,,,18,,,,,,,,,,,,,,,,,,5,10,,,,2,3,3,12,2,11,,,,,,,,4,1,,,,,1,,5,,,19,61,267,10,,3,9,3,13,,,5,6,,2,,,3,7,,Orthodox,0.912589286,10221,20,,239,436,,284,,,
2021,GR131,Greece,Central Greece,Dhirfíon-Messapíon,Greeks,0.937868708,Greeks,Albanians,Indians,Pakistanis,Syrians,Afghans,Romanians,Bulgarians,No country declared,Arabs,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,12.51,1274,15934,,2,,,,35,,404,,14944,3,,,46,,,,,,,,,,,,,,,,,,8,9,,,,4,5,3,11,1,19,,,,,,,,3,2,,,,,1,,5,,,130,104,4,6,,1,61,3,54,,,8,4,3,1,,,34,16,,Orthodox,0.926509351,14763,26,,334,329,,482,,,
2021,GR136,Greece,Central Greece,Mandudhíu-L.-A.A.,Greeks,0.972292603,Greeks,Albanians,Romanians,Bulgarians,Indians,Pakistanis,Syrians,Syrians,Afghans,Poles,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,12.65,967,12235,,1,,,,38,,155,,11896,1,,,46,,,,,,,,,,,,,,,,,,3,3,,,,5,5,3,2,,2,,,,,,,,1,3,,,,,1,,4,,,17,14,1,1,,,8,,7,,,8,1,,1,,,4,4,,Orthodox,0.957662444,11717,23,,257,64,,174,,,
2021,GR133,Greece,Central Greece,Istiéas - Edhipsú,Greeks,0.947050938,Greeks,Albanians,Romanians,Bulgarians,Ukrainians,Russians,Russians,Americans,Indians,Germans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,22.95,845,19396,,3,,,,58,,745,,18369,5,,,77,,,,,,,,,,,,,,,,,,15,17,,,,7,8,5,1,,2,,,,,,,,6,4,,,,,2,,11,,,10,8,,,,,5,,4,,,15,,4,3,6,,3,3,,Orthodox,0.941379666,18259,41,,418,173,,505,,,
2021,GR135,Greece,Central Greece,Kímis - Aliveríu,Greeks,0.659658444,Greeks,Arvanites,Albanians,Romanians,Bulgarians,Indians,Pakistanis,Ukrainians,Russians,Syrians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,19.99,1318,26350,,4,,,,56,,1108,7446,17382,7,,,79,,,,,,,,,,,,,,,,,,22,25,,,,7,7,5,4,,7,,,,,,,,8,4,,,,,2,,8,,,43,35,1,2,,1,21,1,18,,,17,1,4,2,3,5,4,11,,Orthodox,0.936053131,24665,46,,554,312,,773,,,
2021,GR159,Greece,Western Greece,Aktíu - Vónitsas,Greeks,0.954930347,Greeks,Albanians,Bulgarians,Romanians,Bangladeshis,Other Europeans,Ukrainians,Ukrainians,Italians,Poles,Orthodoxy,Other Christians,Other Christians,Islam,Catholicism,.,.,.,.,.,13.47,1087,14644,,1,,,,52,,421,,13984,1,,,46,,,,,,,,,,,,,,,,,,6,11,,,,8,11,10,1,,4,,,,,,,,4,5,,,,,2,,,1,,2,8,33,1,,,1,,2,,,14,1,2,,5,7,,,,Orthodox,0.94557498,13847,43,,310,134,,310,,,
2021,GR126,Greece,Central Greece,Dístomo-Ar.-An.,Greeks,0.922228061,Greeks,Albanians,Romanians,Bulgarians,Indians,Ukrainians,Ukrainians,Russians,Other Europeans,Other Europeans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,15.83,481,7612,,2,,,,20,,447,,7020,3,,,29,,,,,,,,,,,,,,,,,,9,10,,,,3,3,2,1,,3,,,,,,,,3,1,,,,,1,,,,,12,10,,1,,,6,,5,,,7,,2,,5,,,7,,Orthodox,0.923147662,7027,19,,159,116,,291,,,
2021,GR144,Greece,Ionian Islands,Vórias Kérkiras,Greeks,0.849403866,Greeks,Albanians,British,Other Europeans,Bulgarians,Romanians,Germans,Ukrainians,Russians,Italians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,49.79,347,17278,,11,,,,99,,1636,,14676,5,,,68,,,,,,,,,,,,,,,,,,40,48,,,,20,55,37,7,1,8,,,,,,,,343,12,,,,,22,,15,1,,3,12,2,3,,2,1,1,2,,,102,3,7,4,9,6,3,14,,Orthodox,0.86769302,14992,97,,785,359,,1045,,,
2021,GR145,Greece,Ionian Islands,Nótias Kérkiras,Greeks,0.940314704,Greeks,Albanians,British,Bulgarians,Other Europeans,Romanians,Germans,Italians,Ukrainians,Russians,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,61.95,238,14744,,4,,,,42,,525,,13864,2,,,28,,,,,,,,,,,,,,,,,,13,15,,,,9,23,16,5,1,1,,,,,,,,110,5,,,,,9,,3,,,2,9,1,2,,2,1,1,1,,,40,2,,1,,,4,3,,Orthodox,0.932311449,13746,47,,441,121,,389,,,
2021,GR155,Greece,Western Greece,Dhitikís Ahaías,Greeks,0.897748995,Greeks,Arvanites,Albanians,Bangladeshis,Bulgarians,Romanians,Arabs,Pakistanis,Ukrainians,Other Africans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,27.68,926,25633,,2,,,,57,,830,1210,23012,2,,,55,,,,,,,,,,,,,,,,,,13,23,,,,8,12,11,7,1,46,,,,,,,,9,5,,,,,3,,5,16,,12,38,166,6,,2,6,2,8,,,16,4,21,2,3,3,3,14,,Orthodox,0.934849608,23963,55,,544,450,,621,,,
2021,GR169,Greece,Western Greece,Arhéas Olimbías,Greeks,0.923787322,Greeks,Arvanites,Albanians,Bulgarians,Romanians,Bangladeshis,Ukrainians,Other Europeans,Germans,Germans,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,12.8,871,11153,,1,,,,21,,211,542,10303,,,,19,,,,,,,,,,,,,,,,,,3,6,,,,3,4,4,,,,,,,,,,,2,2,,,,,1,,4,,,1,2,7,,,,,,,,,5,,,2,3,4,,3,,Orthodox,0.956513942,10668,23,,236,51,,175,,,
2021,GR122,Greece,Central Greece,Kaménon Vúrlon,Greeks,0.906352984,Greeks,Albanians,Romanians,Bulgarians,Ukrainians,Russians,Russians,Poles,Poles,Poles,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,19.65,556,10924,,3,,,,57,,775,,9901,5,,,76,,,,,,,,,,,,,,,,,,15,17,,,,7,7,5,,,2,,,,,,,,6,4,,,,,2,,7,,,4,3,,,,,2,,2,,,15,,2,2,,5,,,,Orthodox,0.916971805,10017,27,,242,169,,469,,,
2021,GR158,Greece,Western Greece,Mesolonġíu,Greeks,0.9541001,Greeks,Albanians,Bangladeshis,Romanians,Bulgarians,Ukrainians,Russians,Pakistanis,Other Europeans,British,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,29.03,1104,32048,,3,,,,37,,1145,,30577,2,,,44,,,,,,,,,,,,,,,,,,17,31,,,,5,8,7,3,1,7,,,,,,,,12,3,,,,,2,,3,2,,5,16,72,3,,1,3,1,4,,,15,2,2,2,3,3,7,,,Orthodox,0.943054169,30223,51,,668,336,,770,,,
2021,GR121,Greece,Central Greece,Makrakómis,Greeks,0.962074074,Greeks,Albanians,Romanians,Bulgarians,Other Europeans,Ukrainians,Ukrainians,Russians,Pakistanis,Poles,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,9.74,1386,13500,,1,,,,40,,339,,12988,2,,,50,,,,,,,,,,,,,,,,,,7,8,,,,5,5,3,1,,3,,,,,,,,3,3,,,,,1,,,,,8,6,,,,,4,,3,,,9,,5,,3,,,3,,Orthodox,0.951555556,12846,28,,279,86,,261,,,
2021,GR130,Greece,Central Greece,Halkidhéon,Greeks,0.549498426,Greeks,Arvanites,Albanians,Indians,Pakistanis,Other Africans,Syrians,Romanians,Afghans,Bulgarians,Orthodoxy,Other religions,Islam,Other Christians,Catholicism,Judaism,.,.,.,.,156.98,696,109256,,14,,,,342,,3540,40121,60036,24,,,441,,,,201,,,,,,,,,,,,,,70,79,,,,44,45,28,90,8,337,,,,,,,,27,24,,,,,11,,13,15,,1043,838,33,51,,12,494,21,436,,,84,33,560,4,35,6,60,36,,Orthodox,0.909991213,99422,252,,2285,2906,201,4190,,,
2021,GR138,Greece,Central Greece,Karpenisíu,Greeks,0.977457405,Greeks,Albanians,Romanians,Bulgarians,Indians,Russians,Russians,Russians,Russians,Other Europeans,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,7.3,1567,11445,,1,,,,12,,191,,11187,1,,,16,,,,,,,,,,,,,,,,,,4,4,,,,2,2,1,,,1,,,,,,,,1,1,,,,,,,4,,,5,4,,,,,2,,2,,,3,,,1,,,,,,Orthodox,0.959720402,10984,15,,237,48,,161,,,
2021,GR148,Greece,Ionian Islands,Argostolíu,Greeks,0.881691694,Greeks,Albanians,British,Other Europeans,Bulgarians,Pakistanis,Romanians,Ukrainians,Russians,Germans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,38.46,613,23574,,12,,,,71,,1722,,20785,5,,,54,,,,,,,,,,,,,,,,,,42,50,,,,14,40,27,36,4,17,,,,,,,,361,8,,,,,16,,35,1,,15,60,8,15,,12,4,4,9,,,82,17,11,9,14,4,5,5,,Orthodox,0.881522016,20781,275,,932,452,,1134,,,
2021,GR157,Greece,Western Greece,Kalavríton,Greeks,0.965737829,Greeks,Albanians,Bulgarians,Romanians,Bangladeshis,Ukrainians,Ukrainians,Other Europeans,Other Europeans,Russians,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,5.41,1705,9223,,1,,,,16,,219,,8907,,,,15,,,,,,,,,,,,,,,,,,3,6,,,,2,3,3,1,,6,,,,,,,,2,1,,,,,1,,3,2,,1,3,14,1,,,,,1,,,4,,3,1,,,4,,,Orthodox,0.951425783,8775,15,,194,70,,169,,,
2021,GR161,Greece,Western Greece,Amfilohías,Greeks,0.971893985,Greeks,Albanians,Romanians,Bulgarians,Bangladeshis,Ukrainians,Other Europeans,Russians,Germans,Germans,Orthodoxy,Other Christians,Other religions,Islam,Catholicism,.,.,.,.,.,8.29,1807,14979,,1,,,,19,,327,,14558,1,,,20,,,,,,,,,,,,,,,,,,5,9,,,,3,4,4,,,,,,,,,,,3,2,,,,,1,,,,,1,2,10,,,,,,,,,6,,,,,,,3,,Orthodox,0.956071834,14321,24,,308,78,,248,,,
2021,GR163,Greece,Western Greece,Nafpaktías,Greeks,0.956393377,Greeks,Albanians,Romanians,Bulgarians,Bangladeshis,Ukrainians,Oceania countries,Americans,Russians,Other Europeans,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,17.48,1434,25065,,2,,,,35,,838,,23972,2,,,39,,,,,,,,,,,,,,,,,,13,23,,,,5,7,7,1,,2,,,,,,,,9,3,,,,,2,,14,1,,2,7,32,1,,,1,,2,,,12,1,1,7,,18,3,3,,Orthodox,0.944943148,23685,40,,540,215,,585,,,
2021,GR123,Greece,Central Greece,Stilídhos,Greeks,0.898674159,Greeks,Albanians,Romanians,Bulgarians,Bulgarians,Ukrainians,Russians,Other Europeans,British,Turks,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,14.85,767,11389,,4,,,,39,,918,,10235,6,,,56,,,,,,,,,,,,,,,,,,18,21,,,,5,5,3,,,1,,,,,,,,7,3,,,,,1,,2,,,5,4,,,,,2,,2,,,12,,,1,,,,39,,Orthodox,0.90894723,10352,22,,244,199,,572,,,
2021,GR124,Greece,Central Greece,Levadhéon,Greeks,0.940944212,Greeks,Albanians,Indians,Romanians,Pakistanis,Bulgarians,Syrians,Afghans,Ukrainians,Russians,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,26.07,1127,29379,,4,,,,66,,1127,,27644,8,,,90,,,,,,,,,,,,,,,,,,22,25,,,,8,9,5,8,1,18,,,,,,,,9,5,,,,,2,,,,,98,79,3,5,,1,46,2,41,,,19,3,12,,3,,3,13,,Orthodox,0.933796249,27434,51,,608,422,,864,,,
2021,GR141,Greece,Central Greece,Dhorídhos,Greeks,0.931942829,Greeks,Albanians,Romanians,Romanians,Pakistanis,Bulgarians,Syrians,Afghans,Other Africans,Arabs,Orthodoxy,Other religions,Other Christians,Islam,Catholicism,.,.,.,.,.,7.35,1637,12034,,2,,,,37,,481,,11215,3,,,49,,,,,,,,,,,,,,,,,,9,11,,,,5,5,3,4,,12,,,,,,,,4,3,,,,,1,,11,,,49,40,2,2,,1,23,1,21,,,10,2,15,3,7,,,3,,Orthodox,0.927206249,11158,31,,265,198,,382,,,
